symptoms_rectal,symptoms_ural_male,symptoms_ural_female,pru,prp,pur,puu,pup,ppr,ppu,ppp
0.011441029768000896,0.1564370520915398,0.014784810391754536,0.7172892452097369,0.9559593882025873,0.6355095094897728,0.7523257690227704,0.8539242794605929,0.46035488675645797,0.9656190844650548,0.945395780388034
0.016926126773448007,0.07936438048034755,0.08858700785095394,0.6924191349359675,0.43895148443726684,0.41125218270136055,0.09082471020475658,0.04100297421309751,0.6549081447804631,0.16479316614825612,0.04512580816884626
0.01647416573618547,0.05824085683241534,0.03656299601348758,0.8461111579755412,0.7442544559379748,0.39551906228567446,0.659175068376404,0.2884920683035779,0.36981074083562737,0.9125567909482474,0.874666756269892
0.043841979488179306,0.114721783846886,0.07449155126481533,0.15750986595166272,0.2855094418406968,0.7838002357719097,0.811401333141141,0.8266530525591196,0.2157813295382015,0.774208020506132,0.40249110208684824
0.010257875597535186,0.12366043139948821,0.06517052956328055,0.29881257926731597,0.9925198303578714,0.8096546914983651,0.3764517256643817,0.057411634966665126,0.5659378231626646,0.562004400231724,0.23101196817027003
0.013533390485560228,0.08554276362440479,0.025483429857987027,0.9104667136271926,0.10401448963740867,0.6934588003926021,0.9900794607249325,0.6394499802188324,0.5551982905734077,0.9239885191546288,0.2948219110678759
0.014531383909838335,0.08529861092679418,0.05302044418942633,0.7997680650133427,0.8755428613590761,0.24132715070193245,0.9501160500613807,0.2738017793507791,0.5903134436656754,0.12984007773525952,0.25858422049287455
0.03902718637775758,0.07137088730438787,0.037633263837004986,0.30094492563117436,0.40149523180366453,0.8783099811625282,0.9751796377797832,0.500108019718092,0.8725265045970586,0.4575486474063144,0.07060061581986077
0.05115238483990418,0.08517541448793987,0.10001167793132854,0.5095589944806724,0.6939245779389759,0.9295417672705852,0.7495831441479317,0.09428524905010427,0.6949695427559902,0.1994145556103889,0.49903356532887533
0.14303906751019882,0.09302689499074245,0.11309617532519971,0.0010778161698569155,0.8762938711092002,0.5153338234066186,0.566137996803757,0.1441269329265138,0.32562404942494083,0.6259320953642492,0.16759756918856894
0.062196729742777464,0.05402674645275059,0.059848234880779436,0.3117684440381884,0.5189876994400335,0.5071934971209189,0.3958242720099029,0.26682228974121136,0.32470277289950733,0.8210570249954018,0.38389513459810853
0.006161763037890937,0.041522406941537505,0.08487977545019418,0.4932263833112571,0.30725144196779774,0.4557827985945103,0.4913525536801713,0.8120808997202419,0.9888406890861046,0.509965430210715,0.8562598291341991
0.07810048915704493,0.12456436851809166,0.12544954681501838,0.3967659674087346,0.24712335733372093,0.5720617397830497,0.07097568513227515,0.8239964793892062,0.40731258266473047,0.6625844295521118,0.38239253717801003
0.04610189313229947,0.19525247699434112,0.014890488612406983,0.11649155155668267,0.5966364159450053,0.14353733552472847,0.43223545890465276,0.056107413442107124,0.25470657223432236,0.9652510961812355,0.7864992874138185
