symptoms_rectal,symptoms_ural_male,symptoms_ural_female,pru,prp,pur,puu,pup,ppr,ppu,ppp
0.07824949206946201,0.3949154350528112,0.05048293320983307,0.8530995766199255,0.21652544843665278,0.9540138472745208,0.4039635972778306,0.9386767396687398,0.5137120074299626,0.45091883542326694,0.01567213474282636
0.06370529475025237,0.3423416606248595,0.013749234040263491,0.8306075421843809,0.33949331977243213,0.3312907236249153,0.4674061963423425,0.9767201955301096,0.9765194329903527,0.5366944332659329,0.7882668021337161
0.03676449667569496,0.3967489908337125,0.05622415829945735,0.5989066164046256,0.958420704769146,0.8383471917687377,0.9389586972287988,0.37702634614603225,0.7940287722306836,0.8460412014270839,0.5460401096031855
0.010357137296329887,0.4822248237038445,0.08179327620684736,0.1547818379468937,0.6870475569387585,0.2303625146219841,0.9921097152099624,0.3985480566534767,0.2252062244469487,0.28030761373296653,0.14481021529463012
0.02050435910729679,0.3587594798785781,0.06712840994167198,0.748688640058574,0.8885433238099478,0.12242360292891008,0.68471955243619,0.36656318123627196,0.11300416947526115,0.36210599490686557,0.9297547209197728
0.11040552267797796,0.5570964132822342,0.014880537265207465,0.46397687075654637,0.9164587547774222,0.4238904771824291,0.11598135406044252,0.1309155638817181,0.4615132620450427,0.37440998773093526,0.6220675301592344
0.033905416698412065,0.3702594558503878,0.020446947325731067,0.4173538285430318,0.5676501522578911,0.07818520657992056,0.36587041979055146,0.639949347097299,0.8439410472180855,0.009644615723021666,0.3744829815815751
0.06243135589981853,0.1620064287243227,0.0449569767962716,0.4929639830748035,0.08415510323558806,0.022712222808361715,0.3372070688349392,0.5794264243135935,0.4755276666789434,0.03795200530575493,0.5309168558017342
0.04708874829368196,0.31078224771514923,0.09048366023631209,0.8568789196328643,0.7307467408490039,0.1837316918845856,0.6055513459690963,0.23972020322058363,0.6337062866436287,0.23290134887643177,0.16614465127366052
0.03264965400074845,0.30945535067470586,0.025882399768553464,0.7701831918502298,0.5409723070029019,0.5145600245281658,0.977853333679578,0.36302127032930265,0.21061481616338396,0.01005222979508602,0.11958038886292988
0.050788769200131575,0.2704961226382311,0.07192241754845145,0.6257746227287454,0.6551455605003453,0.824563930375771,0.17819864918928918,0.013181778607222916,0.19713839971259983,0.5832570105405489,0.3160679239362022
0.02348688207054693,0.348951868279795,0.011751350512327868,0.16782788608499233,0.23543491147890183,0.6866497219660868,0.2776265219874835,0.674150011228241,0.9541145834528479,0.9131487174207678,0.37191419809213533
0.018065053034609823,0.38094424937889415,0.04739064716317973,0.03470086724338739,0.8371074050613405,0.6530502322631387,0.587960001063546,0.5560698818472299,0.05362616824119659,0.5053701806212214,0.3752499977186554
0.048361246811921485,0.406149127269603,0.015768486558027636,0.3114799640646879,0.9374390481836462,0.3435431806725361,0.6543242253697279,0.3473363488333493,0.39379147039750906,0.9431065417114981,0.7201040346454193
0.09617165050132445,0.4051593424693747,0.030444701054032654,0.2205427884532708,0.6399953396825876,0.24042706601891561,0.22404347614697662,0.3067526456500582,0.7309766529140607,0.7610878781917645,0.7269368043232564
0.11401369686955315,0.15194146067456193,0.02876274311325342,0.6774184416397525,0.5666784010951158,0.2783714987115856,0.0849851699191373,0.6338079351001656,0.3235883801993297,0.5903767261519671,0.31225144696186324
0.04902445751981223,0.2328572637189372,0.023933749174771868,0.9568503291038756,0.8836645757468546,0.7906975859047871,0.5415208267089908,0.38628379006511726,0.9666435220657053,0.5395413297052212,0.12325678415640651
0.05802762088696917,0.05241018340431704,0.052431455759138774,0.9607648359292168,0.03605546161522333,0.5384293082975071,0.3240531081521447,0.7169419787159275,0.13284545883234977,0.1458010918432756,0.88761702240193
0.06086485518382148,0.1401280855705425,0.043332246581996525,0.4763866833236331,0.06442239567655306,0.27958141721057117,0.14439441187625135,0.6647715593112671,0.35155057403436807,0.18217776665073826,0.1812857073755728
0.07883635203727485,0.4924784366015794,0.08731451485664452,0.9601645783656388,0.23462278100765177,0.42662478229845324,0.3220519626333893,0.03672834373710643,0.9270773255641228,0.2010813148469104,0.3261505507812783
