pru,prp,pur,puu,pup,ppr,ppu,ppp
0.17656206263742535,0.23808183820364903,0.5635802955610687,0.00928529165400771,0.04951786804775582,0.5200591705126631,0.5085123173307662,0.3168811066532382
0.7193452928488316,0.8369920672969032,0.5391840400714044,0.4660236589768151,0.5998627775318252,0.2606488809656049,0.3293500114328156,0.7860538688754873
0.35284583122389435,0.9170168364332456,0.8030266374735343,0.5900829185883887,0.3789106261053059,0.5149381698457691,0.8386567510161418,0.13416518076249317
0.04460923712327736,0.6372015503152095,0.5454016449875388,0.16535668061461706,0.79772553594183,0.9682856744858006,0.3667611107770211,0.5965544414925129
0.5454107876329823,0.02681858552913796,0.20556139185397104,0.6877049251519334,0.1059282280909708,0.8473421045260862,0.5521846755592548,0.3853534897612969
0.8197672490406341,0.8093972651191065,0.1302649484894487,0.00936675163563605,0.8929692094794294,0.5622138055741472,0.5404561609296293,0.8744804991797013
0.5018129244164814,0.5864969555659293,0.35750150099504374,0.8070341655418666,0.3098551373430183,0.8994503107548409,0.5444620813200637,0.3742116072078384
0.8149946209887735,0.3696606221469426,0.8806015338941101,0.1301643867210529,0.16580688450541003,0.7407830314056313,0.3441770342239193,0.12177506419896311
0.7637627852773408,0.6961896839635825,0.3769421173043149,0.6855799297646962,0.49316143673229973,0.5241749853925699,0.9824686655690095,0.11817963114832142
0.4819501846802553,0.06706854315212085,0.12202379915433348,0.7140737318457844,0.9490163289794792,0.8116124083792337,0.5614006949073286,0.9416699879099037
0.6415920317278738,0.2655093820488187,0.07529174003263361,0.16150751448868472,0.8782864675294968,0.8186810187655675,0.9107183336060698,0.543992791265348
0.7351321291712063,0.8880953485481321,0.7615392159175933,0.10638011722755358,0.6540025697332086,0.871231679844432,0.7641625194608788,0.6300689622567076
0.6300464415273707,0.35439699489364673,0.3953724807116288,0.6569125129465685,0.5740977416295108,0.6293454425192828,0.6427164682778465,0.12372443029561042
0.5216904342319515,0.7563391411725054,0.4369746452897325,0.6620134078880345,0.38882990236473813,0.4532588049415778,0.3272971901440882,0.1308057807611196
0.03381875239848897,0.18223406213323234,0.21662249857796567,0.24816378862683175,0.6253148306320943,0.7158037636969885,0.9608911022014719,0.45456867589587213
0.5427520475660219,0.1354450183853365,0.6326954918349127,0.921758947188617,0.9299727604028524,0.15367140401328205,0.0666137056300189,0.6523246168351376
0.5206550361391978,0.7870477869853479,0.7200888403715046,0.7695456859504252,0.10738565024927738,0.10121260794434084,0.32004294796291965,0.6326542651025923
0.9045204974483823,0.8172815554872681,0.8487768782955966,0.0002416871437612711,0.6627653872915101,0.2139245629006763,0.04331144121603325,0.10787485162075394
0.5310785586246332,0.6887393321574735,0.16395211459628922,0.5731829511323525,0.8820937630174547,0.4427221006933808,0.7549497308256795,0.7882026822212561
0.48994397816734303,0.009641023841325924,0.3928836592754815,0.7969536546786748,0.7861170083170876,0.6659612391041371,0.5554842501837407,0.6571467737262354
0.8321809818688071,0.7427489981094519,0.6500600533373765,0.16968188319149702,0.1883757990860877,0.1346752546073171,0.21147833719508724,0.5059434849114834
0.3230815063033119,0.6443311749620213,0.13856650622919708,0.2035663926401634,0.5423403288257754,0.11926590557296357,0.015277029999969938,0.9955228736566359
0.47425459471990883,0.6555734520554216,0.19918328378564687,0.9354168982956597,0.04613096293684782,0.6059304021551438,0.26412487476985325,0.48046688463128706
0.19998266482393545,0.6120203797637296,0.8150570405788184,0.6009165922307772,0.9200920568792532,0.16252017432603427,0.6780705596934753,0.7908831768348079
0.38586327192603465,0.5873926551338446,0.5257093718773238,0.3745087387102535,0.6821507346862031,0.3599190912267297,0.5048994742724928,0.9130422893556666
0.06510074437547586,0.8311494007346677,0.12131805186530753,0.38599138010081013,0.6897576070282705,0.0943761692339522,0.5685108982929594,0.09422521617684487
0.28167149701376437,0.8126596555040858,0.9492844718143673,0.6209558930646952,0.16263742274896498,0.9290297797745833,0.3326787000796412,0.6556762608454304
0.6799855654849128,0.9458796676363026,0.3818516195732464,0.6486457951901062,0.5333275102882028,0.7729969041463434,0.6589248327081582,0.5780132296605845
0.6763007500159615,0.6571743685792956,0.01446909880818037,0.7654079196286933,0.23779258302622797,0.4678367677435207,0.2799208579935404,0.8995813038734809
0.167120541939338,0.5204435029804904,0.03834304113459053,0.6985001973935191,0.2594489137261302,0.7632636719333782,0.8383658344409679,0.8487445076577786
0.5429226156169724,0.43434459970925154,0.9809714469749472,0.3889225990845123,0.5541081227096321,0.7955389849641524,0.7225703200188905,0.5296682746597722
0.877111406993472,0.19083783433712642,0.06347801529132013,0.8907121968375928,0.16356690139413743,0.5281942564087486,0.7445254064259844,0.5356836630162531
0.395692066859737,0.9987895507550635,0.6467717837083242,0.17971267370946364,0.30612641442541,0.7343768795285845,0.42767456990428354,0.059195473554762956
0.9082887715237649,0.7140173513419019,0.24943942905451078,0.0020622203515971993,0.4925182079443843,0.6749891997775691,0.9861436662070189,0.3915431588561352
0.4125772294822331,0.17257372503527857,0.6316281111605674,0.8293186793718201,0.3146602235887642,0.1977157359599413,0.438748555122385,0.3778415623909973
0.4705699464025025,0.747474472184337,0.1340432468597348,0.7095067410986097,0.26641704789810183,0.7026529261373221,0.43389901939247355,0.8179586964607055
0.012332020229215201,0.9352432903250681,0.5601396807218332,0.11461753763373195,0.1647156035214583,0.14085309859911732,0.13392250438813313,0.10463946870132756
0.09553115628611197,0.7439148224458761,0.7125068679200958,0.966905485177429,0.12785492363981243,0.8591383815040908,0.8716737149146588,0.6574473051219609
0.17809091756264983,0.09956144824856716,0.5968585550694768,0.07051877219077829,0.8548512818726195,0.5515752458032612,0.6801812953184643,0.5864425718207712
0.25209103916494646,0.30439346149453106,0.4524549310356599,0.2943166848194234,0.9385101362146898,0.2504907547921815,0.8549480669225422,0.4782075315011223
0.027728448756362045,0.9071616207988598,0.4616524957163245,0.2027459186863394,0.8256771650102003,0.2295600524322856,0.48544135058383053,0.09713980997124227
0.28483889865256773,0.5900520708318349,0.5376162921378133,0.76514646146979,0.42620365043973607,0.38523336992570534,0.8434470049110178,0.5677091065127066
0.781949233507224,0.9569002808675725,0.847010476577331,0.3597211532009563,0.34293430105357214,0.03829127157990653,0.03653291684679372,0.29752548587602357
0.8961529832637879,0.571168846206867,0.4464367263642104,0.8068511767129831,0.3022912147578539,0.02827662336388881,0.7382345997492334,0.008702155078606055
0.8210916414900483,0.9920391326614028,0.019913735662887122,0.43167503632248494,0.354215785134284,0.2602552851136586,0.8791662382846401,0.7716515060151017
0.9424093459474777,0.3663505668044831,0.30433473909793674,0.5004886648414332,0.28423335637725133,0.6919791295793556,0.7788321232717559,0.4392471036090181
0.8390206760594814,0.5540774892966658,0.031460589537322003,0.8084682961309257,0.7067749964885124,0.5205026468054001,0.20550861802234865,0.15510775846695213
0.15091026106569871,0.49259823709065576,0.48259232987785605,0.011330600868097895,0.8665523846995478,0.21434407942140687,0.6915035288459774,0.8329087836708708
0.26524131019066366,0.27307732003486496,0.6857110585096549,0.39195264469288016,0.5635231542222369,0.6050245754658127,0.9829190330737644,0.2695803871923329
0.24033834295368817,0.9334148482369647,0.04180228139079367,0.3682688649907533,0.3384023810101101,0.9533639252302966,0.9707246879537671,0.4725661896631772
0.188671405798583,0.6013849255731987,0.6592175072712334,0.08935839633250786,0.32284628065477017,0.6843599533159808,0.5755823050371824,0.12492608068611377
0.15712675486543504,0.08198564309386613,0.9397687419487364,0.6568175497420358,0.6066276573173629,0.8873616956138133,0.3850155113086787,0.7946512877454778
0.4450752029386642,0.5483820745434658,0.1881933483874616,0.6865652489571953,0.4147436373792317,0.29695205181912365,0.6188401987676208,0.7042218920276585
0.9673298005655149,0.1636033526700561,0.4784772991393138,0.7825095200908785,0.4970707761400318,0.7810782594459614,0.38514476703999156,0.1170741968665695
0.6179906321149108,0.786579250561699,0.08322089510305808,0.9029151863972648,0.35130893704773036,0.9292552940416332,0.5024330999863172,0.18824160155065028
0.32262062429635063,0.19020470206169204,0.27765797760128863,0.1983271501345063,0.9825657147985823,0.4075696762708949,0.7768836875599654,0.7185292908666432
0.5532086246354301,0.5213325000589334,0.38497950136543957,0.0773741758237878,0.7586784721176936,0.33665870473316495,0.5325676829281802,0.9734882868153326
0.1675410508178522,0.8055994185765112,0.3471447276080296,0.6312335330948385,0.3957646256305323,0.006024700927973581,0.4901627211983146,0.032330637893678404
