symptoms_rectal,symptoms_ural_male,symptoms_ural_female,pru,prp,pur,puu,pup,ppr,ppu,ppp
0.0615903237200198,0.7450501340459242,0.0356094348573063,0.2729806931656771,0.9373288108810779,0.9622334207747798,0.8692885221880875,0.33211184358380197,0.09504609770658956,0.031364062116733926,0.6025662294338776
0.027683881143417396,0.20846584238922128,0.013108615817034997,0.2113451622088044,0.39254903221523785,0.6681287222254729,0.5908996230333099,0.5565023688990371,0.36126694247218194,0.1052301294083956,0.2973082640619815
0.040505982689219275,0.9786657338381716,0.0803329212864424,0.07704627408061693,0.2984412150867993,0.12065258840761017,0.7372659763720387,0.7304086032938859,0.7691795333528801,0.030840441909281924,0.3406634433224558
0.03938357879967812,0.16147372944638816,0.026476473891807007,0.7178080950918813,0.9743749942662461,0.16870951575707394,0.5983655341205623,0.018144373496339128,0.8005866523801973,0.1205552877437518,0.9601164554964446
0.05765224112700269,0.493089813829803,0.020863827573688164,0.07611248012556893,0.2010872971488853,0.5078954051475636,0.42274520301479723,0.0007244835878570388,0.8394881664323783,0.09075437243767781,0.02335151716843964
0.03481964810316856,0.5028078119700806,0.026688298903088305,0.3559418139689011,0.1525650172934807,0.5075021005556298,0.9596236608181199,0.251641327615697,0.3722049492746523,0.9949860761172751,0.11571174808386964
0.05334214556600103,0.4465578695043956,0.03683046304017681,0.262750767584791,0.9397970741988954,0.13426752544608989,0.3256615067004057,0.06215094853172787,0.22447107669016386,0.2244913062894749,0.40364951105238966
0.05658681799173693,0.33774431838914076,0.035613451526726014,0.824500996149666,0.8848380886680981,0.6941461461870845,0.25975483295114166,0.8114279820993562,0.018724384914411973,0.5108474888811422,0.7789593090690905
0.06941809766400678,0.697732959994533,0.05386005347893975,0.7310373123404462,0.6732077197745204,0.3768542841054965,0.7846777424003242,0.09448918085418878,0.14999535831536592,0.27690329141982595,0.4939498075485488
0.05740816881951445,0.9386775587465557,0.06930021254665115,0.3911635619197201,0.06270533758761365,0.41968997120754903,0.15707836704651512,0.7914848118184509,0.8741167478881875,0.6784632109813167,0.011584360534982463
0.03532466864133511,0.20836674304713365,0.005511023321446632,0.27195484213096366,0.32495541407817163,0.09345694313456454,0.24932180754568367,0.706658221733923,0.5691574374265378,0.1665488342739656,0.827600903883042
0.05124688882129535,0.025718988806900933,0.020753062868431708,0.6694742413663255,0.46281871387167706,0.23773517932567034,0.5796282113557228,0.5608956065215567,0.8414774020482121,0.10247772936920607,0.1360557077597493
0.06414581777152527,0.44581993451564383,0.02903347218121055,0.28009128480374834,0.6279621692573473,0.33589521466389705,0.6514762360313491,0.2452608858082692,0.44312297297315506,0.5358040306665957,0.22459986315424751
0.021894859601616586,0.12383404030790479,0.02995861798063118,0.28705248733327415,0.6625365176113138,0.7199311524383806,0.6768714851896978,0.6484559242442837,0.23338757693436518,0.8326183145044572,0.5789257403578413
0.0871350113995549,0.6351000180768336,0.036638239692009224,0.22285581491266615,0.7758511775985364,0.7436336145901262,0.31952398340101185,0.14513186868639205,0.8297594276296476,0.4056775161026904,0.20947149927674535
0.02048689801246992,0.15292355290955606,0.02478247536718187,0.8026077341638436,0.05127755310604776,0.19985510071148005,0.011969698201093948,0.4195794620378539,0.4174542910234518,0.09504764338779947,0.3268283827446694
0.027085590094242967,0.25733611758160346,0.05212314658515201,0.43040189405769347,0.02462216322617239,0.00012556983537193034,0.13469147560228667,0.8824283344905673,0.650036628980837,0.1384835628110146,0.3021763563117592
0.15684579139285,0.27553255170564306,0.05925364811039868,0.19433080676449288,0.051550032338715135,0.6730615650840628,0.004561983852638396,0.510104763257165,0.021245381544723774,0.2651710788666951,0.49811834388290366
0.01047956001798085,0.2345276231676715,0.024925404841574066,0.6917251315617439,0.6530846782355322,0.8390553596088457,0.25928301527425857,0.5744188845743539,0.9994266184848516,0.706063395941741,0.13784499151150442
0.04571055342947895,0.6569017770109441,0.083217710864468,0.19165805665285662,0.36567970413426154,0.5972746238743554,0.49124755230469297,0.7562587237140951,0.4137782444782838,0.6826133551238345,0.9011665432294503
0.017645413498467044,0.3950846707949841,0.030315378498771747,0.2874593124741823,0.2274144775594814,0.10215543675319527,0.42457577875396535,0.0012102673670439934,0.9744696528536593,0.9471028493270693,0.2025277960939018
0.02543788761940112,0.28623089993589523,0.033307535711914846,0.5430315567336009,0.7197432673463865,0.8548337958656488,0.8451266987669196,0.6401229550482868,0.5685528095161468,0.9130222877672549,0.2437159143764478
0.05673242077587162,0.7141905969065935,0.05471659367509288,0.4299065573691566,0.5910269497708978,0.9889410927859956,0.9215810255905537,0.7515840463827661,0.7573544746766381,0.6178989947402452,0.7117728701768568
0.02873013841990269,0.6758943251790516,0.027839560209637716,0.5000280046707929,0.892889957147472,0.23745504302416776,0.9366511903702206,0.18040889089340673,0.9643986071408258,0.7588956219928761,0.38046327059417484
0.01787344352082297,0.742336665384261,0.01737451821748928,0.8782548925081765,0.7423302062973319,0.4439492892814816,0.21342366785045452,0.8071934414269996,0.2785707872341906,0.13818415430758735,0.4254462340067984
0.03902543823456026,0.9527847891645747,0.08545072326209828,0.6069051841617751,0.11916429932977457,0.22699856172205202,0.7442446774913521,0.9864412500812701,0.05075546551169374,0.38626636230243505,0.7690302198730332
